8b33304d8c7e2ac27a9c33dccc7a9c73599eba9d,https://api.github.com/repos/Moligaloo/QSanguosha,https://github.com/Moligaloo/QSanguosha/commit/8b33304d8c7e2ac27a9c33dccc7a9c73599eba9d,Fix some bugs of AI and delete useless code
6a938eaaaeab9b1621c5e5ac026b882a79a3d7d8,https://api.github.com/repos/mathiaspet/flink-mp,https://github.com/mathiaspet/flink-mp/commit/6a938eaaaeab9b1621c5e5ac026b882a79a3d7d8,bug fix
f26a9635355cb45e460d99563ade9b594d44cad0,https://api.github.com/repos/ktzoumas/flink-perf-new,https://github.com/ktzoumas/flink-perf-new/commit/f26a9635355cb45e460d99563ade9b594d44cad0,fix bug incorrectly raising an exception
2729ae752431eb529be64f49774003864185a3b4,https://api.github.com/repos/project-flink/flink-graph,https://github.com/project-flink/flink-graph/commit/2729ae752431eb529be64f49774003864185a3b4,fix ClassCastException and Type errors in mapVertices; fixes #41 and #46
62367a0a4169f2481fe7dbdf60d7b15f6def3487,https://api.github.com/repos/tillrohrmann/flink,https://github.com/tillrohrmann/flink/commit/62367a0a4169f2481fe7dbdf60d7b15f6def3487,Fix compiler errors
3d445025bab57b0168492f55ba7f4e0b777d4823,https://api.github.com/repos/rmetzger/flink,https://github.com/rmetzger/flink/commit/3d445025bab57b0168492f55ba7f4e0b777d4823,hopefully fixed the issue
a10e62f445b06f85ba26e6e731ce8a063a86b030,https://api.github.com/repos/project-flink/flink-graph,https://github.com/project-flink/flink-graph/commit/a10e62f445b06f85ba26e6e731ce8a063a86b030,Fix bug in TestReduceOnNeighborMethods caused by object reuse
62fa5eec2eb513574d15d7d83b56c53c3a4a7c22,https://api.github.com/repos/project-flink/flink-graph,https://github.com/project-flink/flink-graph/commit/62fa5eec2eb513574d15d7d83b56c53c3a4a7c22,Merge pull request #51 from aljoscha/master  Fix bug in TestReduceOnNeighborMethods caused by object reuse
74568d651c09cc62aa667968b3b60cf200d1ffc7,https://api.github.com/repos/mbalassi/flink,https://github.com/mbalassi/flink/commit/74568d651c09cc62aa667968b3b60cf200d1ffc7,[streaming] fault tolerance bugfixes and added FailEvent wip
37428cd29c2044d95174afa6a310c19a9c681599,https://api.github.com/repos/fhueske/flink,https://github.com/fhueske/flink/commit/37428cd29c2044d95174afa6a310c19a9c681599,[FLINK-1405] Fix Windows scripts (flink.bat and start-local.bat) - Fix for paths with blank characters - Fix for single entry wildcard classpaths (http://bugs.java.com  bugID: 7146578)
5634ee2effe035ecb6886cc88a609066a0f5d409,https://api.github.com/repos/fhueske/flink,https://github.com/fhueske/flink/commit/5634ee2effe035ecb6886cc88a609066a0f5d409,[FLINK-1405] [windows] Fix Windows scripts (flink.bat and start-local.bat) - Fix for paths with blank characters - Fix for single entry wildcard classpaths (http://bugs.java.com  bugID: 7146578)
87497b7235088b2220aa356a14cbff9d43d5dffb,https://api.github.com/repos/mbalassi/flink,https://github.com/mbalassi/flink/commit/87497b7235088b2220aa356a14cbff9d43d5dffb,[runtime] Quick fix for error with unsupported ship strategy
d85893036b9a3122900010ce975feba43b27531d,https://api.github.com/repos/mbalassi/flink,https://github.com/mbalassi/flink/commit/d85893036b9a3122900010ce975feba43b27531d,[FLINK-1286] [APIs] [runtime] Fix serialization in CollectionInputFormat and generate meaningful error messages
3897b47bfe8224d185219e80c0bab92c5087c952,https://api.github.com/repos/tillrohrmann/flink,https://github.com/tillrohrmann/flink/commit/3897b47bfe8224d185219e80c0bab92c5087c952,[runtime tests] Fixes TaskManagerTest.testRunJobWithForwardChannel which caused spurious errors. Doubles the timeout for tests.
52c41f8fe3ff3945da25fe5182a15560a6e05179,https://api.github.com/repos/mbalassi/flink,https://github.com/mbalassi/flink/commit/52c41f8fe3ff3945da25fe5182a15560a6e05179,[FLINK-1345] [streaming] Chaining refactor + minor bugfixes 1
ce822bf7f5ec80df5d5a749b1439320af3fb8b18,https://api.github.com/repos/mxm/flink,https://github.com/mxm/flink/commit/ce822bf7f5ec80df5d5a749b1439320af3fb8b18,[FLINK-1254] [compiler] Fix compiler bug for pipeline breaker placement  This closes #216
f4e80099e36d1029c49b5c648b98d5014597fd9c,https://api.github.com/repos/fhueske/flink,https://github.com/fhueske/flink/commit/f4e80099e36d1029c49b5c648b98d5014597fd9c,Unicode support for expression key  bug fixes for expression key parsing  semantic information for build-in operators
